property_type,mukim,scheme_name_area,tenure,land_parcel_area,unit_level,transaction_price,year,income_median_area,area_median_price
Condominium/Apartment,Mukim Kuala Lumpur,PANTAI HILLPARK APARTMENT,Leasehold,1001.0436672,3,380000,2023,11404.069648861696,492500.0
Low-Cost Flat,Mukim Setapak,Others,Leasehold,650.14018816,6,35000,2021,9519.48052434457,400000.0
Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 2,Leasehold,710.4180864,4,253000,2025,10463.175280898877,222500.0
Low-Cost Flat,Mukim Ampang,DESA PANDAN,Leasehold,721.1819968,2,270000,2022,10231.924081632653,300000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1646.8782912,35,950000,2025,11745.298332582244,580000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,1506.947456,17,1280000,2021,10852.14496019228,1030000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,957.9880256,16,500000,2021,10852.14496019228,580000.0
Low-Cost Flat,Mukim Setapak,PANGSAPURI BANDARAYA GOMBAK,Leasehold,559.7233408,3,180000,2023,9948.789325842698,210000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1323.9609792,26,550000,2022,9434.403370786516,400000.0
Condominium/Apartment,Mukim Petaling,TMN SRI CENDEKIA  (TMN CONNAUGHT),Leasehold,979.5158464,5,330000,2024,10346.591314693636,172500.0
Town House,Mukim Kuala Lumpur,Others,Freehold,1282.950480576,0,1100000,2022,10990.92508681991,455000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 2,Leasehold,527.4316096,1,235000,2023,9948.789325842698,222500.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,4200.0,3,4400000,2023,10479.465762561138,565000.0
Town House,Mukim Kuala Lumpur,Others,Freehold,1593.0587392,0,1150000,2025,11817.214210903478,455000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,850.3489216,4,260000,2024,10346.591314693636,375000.0
Condominium/Apartment,Mukim Batu,MON'T KIARA AMAN,Freehold,2195.8377216,4,1350000,2024,11745.298332582242,1350000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1234.943440192,5,340000,2023,10479.465762561138,570000.0
Condominium/Apartment,Mukim Batu,RESIDENSI DUTA KIARA,Freehold,1162.5023232,34,1150000,2024,11745.298332582242,1620000.0
Flat,Mukim Batu,Others,Leasehold,850.3489216,6,285000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1216.3218752,12,500000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1948.2677824,27,1950000,2025,11745.298332582244,580000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1143.880758208,32,530000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1205.5579648,15,535000,2024,10463.175280898877,400000.0
Condominium/Apartment,Mukim Petaling,TMN SRI CENDEKIA  (TMN CONNAUGHT),Leasehold,979.5158464,10,285000,2023,10369.28584176086,172500.0
Condominium/Apartment,Mukim Batu,MIZUMI RESIDENCES,Leasehold,1022.571488,13,555000,2022,10518.458089229382,499500.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,645.8346240000001,3,180000,2021,10423.65357921872,375000.0
Flat,Mukim Petaling,Others,Leasehold,570.4872512000001,2,100000,2021,10423.65357921872,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,2142.0181696,3,1500000,2025,11817.214210903478,455000.0
Condominium/Apartment,Mukim Setapak,PLATINUM LAKE CONDO PV12,Leasehold,1205.5579648,6,400000,2024,10463.175280898877,450000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,1506.947456,7,1440000,2023,11131.878210905812,1030000.0
Condominium/Apartment,Mukim Petaling,PR1MA ALAM DAMAI,Leasehold,990.2797568,43,347000,2021,10423.65357921872,347000.0
Low-Cost Flat,Mukim Ampang,DESA PANDAN,Leasehold,721.1819968,3,280000,2023,10402.474040816329,300000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1011.8075776,10,370000,2025,11745.298332582244,580000.0
Low-Cost Flat,Mukim Batu,Others,Leasehold,548.9594304,0,155000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1431.6000832,21,800000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Petaling,PR1MA ALAM DAMAI,Leasehold,936.4602048,21,315000,2021,10423.65357921872,347000.0
Condominium/Apartment,Mukim Batu,SENI MONT KIARA,Freehold,2335.7685568,6,1720000,2022,10518.458089229382,2325000.0
Condominium/Apartment,Mukim Batu,LAMAN SCENARIA KIARA,Freehold,1011.8075776,10,520000,2024,11745.298332582242,675000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1259.3775168,17,645000,2022,10518.458089229382,580000.0
Low-Cost Flat,Mukim Petaling,TMN SRI CENDEKIA  (TMN CONNAUGHT),Leasehold,570.4872512000001,6,170000,2022,10391.98036882808,175000.0
Condominium/Apartment,Mukim Kuala Lumpur,THE PARK RESIDENCE,Leasehold,1506.947456,12,880000,2024,11817.214210903478,1200000.0
Flat,Mukim Setapak,RAMPAI COURT,Freehold,592.015072,2,350000,2022,9434.403370786516,268000.0
Condominium/Apartment,Mukim Ampang,Others,Leasehold,799.75854272,15,42000,2024,10573.024,415000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1001.0436672,22,485000,2024,10346.591314693636,375000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1636.1143808000002,18,620000,2021,10852.14496019228,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,18 MADGE,Freehold,2787.8527936,2,2951000,2023,10479.465762561138,2983000.0
Low-Cost Flat,Mukim Setapak,PANGSAPURI BANDARAYA GOMBAK,Leasehold,559.7233408,0,210000,2023,9948.789325842698,210000.0
Condominium/Apartment,Mukim Kuala Lumpur,MIDFIELDS SG.BESI KONDOMINIUM,Leasehold,1180.2627753600002,7,470000,2023,11404.069648861696,463500.0
Flat,Mukim Petaling,Others,Leasehold,828.8211008000001,1,290000,2021,10423.65357921872,375000.0
Flat,Mukim Ampang,DESA PANDAN,Leasehold,957.9880256,2,328000,2024,10573.024,300000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1280.9053376,4,1005000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Setapak,IDAMAN SUTERA,Freehold,850.3489216,6,290000,2022,9434.403370786516,309500.0
Flat,Kuala Lumpur Town Centre,Others,Freehold,796.5293696,15,230000,2022,10302.979398251076,570000.0
Condominium/Apartment,Mukim Kuala Lumpur,PRISMA CHERAS,Freehold,1237.849696,8,440000,2025,11817.214210903478,410000.0
Condominium/Apartment,Kuala Lumpur Town Centre,THE CAPERS @ SENTUL EAST,Freehold,999.106163328,2,590000,2024,10655.9521268712,725000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1140.9745024,6,370000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,DANAU IDAMAN KONDO,Leasehold,936.4602048,9,390000,2022,10990.92508681991,410000.0
Flat,Mukim Batu,METRO PRIMA -MUTIARA MAGNA,Leasehold,656.5985344000001,10,220000,2025,11745.298332582244,210000.0
Condominium/Apartment,Mukim Petaling,KM 1 BUKIT JALIL,Freehold,1334.7248896,4,735000,2021,10423.65357921872,950000.0
Condominium/Apartment,Mukim Petaling,THE HERMINGTON KUCHAI LAMA,Leasehold,1074.991731648,32,500000,2023,10369.28584176086,510000.0
Condominium/Apartment,Kuala Lumpur Town Centre,THE CAPERS @ SENTUL EAST,Freehold,1381.00970432,4,725000,2022,10302.979398251076,720000.0
Condominium/Apartment,Mukim Petaling,ENDAH VILLA,Leasehold,1130.210592,11,380000,2022,10391.98036882808,375000.0
Flat,Mukim Setapak,TMN TERATAI MEWAH,Freehold,656.5985344000001,12,245000,2022,9434.403370786516,266000.0
Low-Cost Flat,Mukim Petaling,TAMAN LTAT BUKIT JALIL,Leasehold,656.5985344000001,3,250000,2025,10346.591314693636,220000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,656.5985344000001,12,190000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Petaling,PARAISO @ THE EARTH,Leasehold,1227.0857856,20,1020000,2022,10391.98036882808,708000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,807.29328,16,300000,2022,9434.403370786516,400000.0
Condominium/Apartment,Mukim Petaling,PARAISO @ THE EARTH,Leasehold,1097.9188608,32,678000,2022,10391.98036882808,714500.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI VYNE SUNGAI BESI,Leasehold,882.6406528,12,678000,2021,11221.58385241534,791000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1130.210592,14,408000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1399.308352,11,1191000,2022,10990.92508681991,1046000.0
Condominium/Apartment,Mukim Setapak,SERI RIANA,Leasehold,1582.2948288,12,1000000,2023,9948.789325842698,1000000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,4200.0,9,4400000,2023,10479.465762561138,565000.0
Condominium/Apartment,Mukim Kuala Lumpur,SUASANA LUMAYAN CONDO(CASA IMPIAN),Leasehold,1367.0166208,2,600000,2024,11817.214210903478,495000.0
Flat,Kuala Lumpur Town Centre,Others,Freehold,516.6676992,2,150000,2025,10655.9521268712,570000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1248.6136064,10,400000,2023,10479.465762561138,570000.0
Condominium/Apartment,Mukim Kuala Lumpur,MIDFIELDS 2,Leasehold,1217.505905344,2,560000,2025,11817.214210903478,514000.0
Condominium/Apartment,Mukim Setapak,RESIDENSI PV9,Leasehold,990.2797568,19,42000,2022,9434.403370786516,546000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,1205.5579648,37,846000,2024,10463.175280898877,783000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,968.751936,9,255000,2023,10369.28584176086,375000.0
Low-Cost Flat,Mukim Petaling,DESA SRI PUTERI,Leasehold,602.7789824,7,135000,2023,10369.28584176086,233500.0
Condominium/Apartment,Mukim Batu,KIARA VILLE,Freehold,3433.6874176,4,2175000,2022,10518.458089229382,1420000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1410.0722624,16,1100000,2024,10655.9521268712,565000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,968.751936,1,380000,2022,10391.98036882808,375000.0
Flat,Mukim Kuala Lumpur,Others,Leasehold,688.8902656,0,255000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1237.849696,4,365000,2023,10369.28584176086,375000.0
Low-Cost Flat,Mukim Batu,TMN FADASON,Leasehold,699.654176,10,210000,2021,10852.14496019228,210000.0
Condominium/Apartment,Mukim Batu,ONE CENTRAL PARK KONDO,Freehold,1668.406112,41,1880000,2021,10852.14496019228,1580000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANDAN HEIGHTS(STRATA),Freehold,2281.9490048,26,600000,2023,11404.069648861696,349000.0
Low-Cost Flat,Mukim Batu,Others,Leasehold,548.9594304,0,130000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,850.3489216,8,270000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1184.030144,2,986000,2021,11221.58385241534,1046500.0
Condominium/Apartment,Mukim Setapak,RESIDENSI WANGSA 9,Leasehold,1001.0436672,9,900000,2023,9948.789325842698,1380000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,861.112832,32,1000000,2025,11745.298332582244,1031000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1001.0436672,4,308000,2021,9519.48052434457,400000.0
Low-Cost Flat,Mukim Setapak,Others,Leasehold,645.8346240000001,5,158000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Petaling,DESA SRI PUTERI,Leasehold,968.751936,20,365000,2021,10423.65357921872,231000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1377.7805312,0,650000,2025,10346.591314693636,375000.0
Flat,Mukim Batu,Others,Leasehold,731.9459072,2,190000,2021,10852.14496019228,580000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,635.0707136,2,179000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,301.3894912,26,980000,2021,10852.14496019228,1031000.0
Condominium/Apartment,Mukim Batu,MIZUMI RESIDENCES,Leasehold,936.4602048,9,525000,2022,10518.458089229382,499500.0
Condominium/Apartment,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,Leasehold,828.8211008000001,10,400000,2024,11817.214210903478,300000.0
Condominium/Apartment,Kuala Lumpur Town Centre,PANGSAPURI MAWAR,Leasehold,850.3489216,19,310000,2023,10479.465762561138,320000.0
Condominium/Apartment,Mukim Setapak,SRI SUAJAYA KONDO,Freehold,1194.7940544,6,300000,2023,9948.789325842698,335000.0
Condominium/Apartment,Mukim Kuala Lumpur,MIDFIELDS SG.BESI KONDOMINIUM,Leasehold,1074.1306188160002,11,450000,2022,10990.92508681991,465000.0
Condominium/Apartment,Kuala Lumpur Town Centre,VILLA PUTRA,Freehold,968.751936,19,450000,2022,10302.979398251076,397500.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1765.2813056,7,1500000,2024,10655.9521268712,565000.0
Low-Cost Flat,Mukim Batu,Others,Leasehold,527.4316096,2,110000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Batu,TWY DUPLEX CONDOS MONT KIARA,Freehold,807.29328,32,760000,2021,10852.14496019228,729000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1184.030144,1,560000,2024,10463.175280898877,400000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1560.767008,7,710000,2023,10479.465762561138,565000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,968.751936,27,750000,2022,10990.92508681991,1046500.0
Condominium/Apartment,Mukim Batu,Others,Freehold,2023.6151552,33,1695000,2025,11745.298332582244,580000.0
Low-Cost Flat,Mukim Setapak,Others,Leasehold,645.8346240000001,17,35000,2022,9434.403370786516,400000.0
Condominium/Apartment,Mukim Batu,THE WESTSIDE ONE (DESA PARKCITY),Freehold,1668.406112,37,1460000,2023,11131.878210905812,1250000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,807.29328,5,285000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1184.030144,22,996000,2022,10990.92508681991,1046500.0
Condominium/Apartment,Mukim Batu,Others,Freehold,688.8902656,1,268000,2023,11131.878210905812,580000.0
Low-Cost Flat,Mukim Setapak,TMN MELATI,Freehold,548.9594304,2,220000,2024,10463.175280898877,220000.0
Condominium/Apartment,Mukim Petaling,ENDAH RIA,Leasehold,1399.308352,15,380000,2022,10391.98036882808,395000.0
Condominium/Apartment,Mukim Batu,11 MONT KIARA,Freehold,3702.7851776,31,4050000,2025,11745.298332582244,2785000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,828.8211008000001,11,240000,2025,10346.591314693636,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI PANTAI SENTRAL 2,Leasehold,1679.1700224,35,1581000,2021,11221.58385241534,1293500.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,936.4602048,11,629000,2025,10346.591314693636,375000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1119.4466816,15,290000,2025,11745.298332582244,580000.0
Condominium/Apartment,Mukim Batu,SRI PUTRAMAS II,Freehold,1130.210592,4,760000,2023,11131.878210905812,800000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1485.4196352,26,800000,2024,10655.9521268712,565000.0
Condominium/Apartment,Kuala Lumpur Town Centre,MENARA ORKID,Leasehold,850.3489216,6,330000,2021,10310.3500074107,285000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1367.0166208,1,777000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,893.4045632,6,300000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Petaling,THE HERMINGTON KUCHAI LAMA,Leasehold,1074.991731648,21,525000,2022,10391.98036882808,510000.0
Condominium/Apartment,Mukim Setapak,SERI RIANA,Leasehold,1259.3775168,7,768000,2022,9434.403370786516,1000000.0
Condominium/Apartment,Mukim Setapak,PLATINIUM LAKE CONDO PV 16,Leasehold,1323.9609792,11,495000,2022,9434.403370786516,499000.0
Condominium/Apartment,Mukim Petaling,PARAISO @ THE EARTH,Leasehold,1227.0857856,25,753000,2022,10391.98036882808,708000.0
Condominium/Apartment,Mukim Setapak,M CENTURA,Freehold,850.3489216,36,593000,2022,9434.403370786516,548000.0
Condominium/Apartment,Mukim Setapak,M CENTURA,Freehold,850.3489216,2,330000,2023,9948.789325842698,555000.0
Condominium/Apartment,Mukim Batu,RESIDENSI DUTA KIARA,Freehold,1345.4888,35,1150000,2025,11745.298332582244,1620000.0
Condominium/Apartment,Mukim Batu,PAVILION HILTOP MONT KIARA,Freehold,2744.797152,19,2740000,2022,10518.458089229382,1800000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,947.008836992,18,400000,2023,10369.28584176086,375000.0
Low-Cost Flat,Mukim Batu,Others,Freehold,656.5985344000001,1,228000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Petaling,VISTA KOMANWEL,Freehold,1205.5579648,23,438000,2024,10346.591314693636,457500.0
Condominium/Apartment,Mukim Ulu Kelang,PKNS ULU KELANG,Leasehold,925.6962944,3,327000,2024,11180.0,210000.0
Low-Cost Flat,Mukim Batu,Others,Leasehold,650.032549056,5,190000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Setapak,IDAMAN SUTERA,Freehold,850.3489216,19,370000,2024,10463.175280898877,304500.0
Condominium/Apartment,Mukim Petaling,THE Z RESIDENCE,Freehold,1044.0993088,25,540000,2023,10369.28584176086,650000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1345.4888,9,395000,2023,10369.28584176086,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1065.6271296,2,550000,2024,10655.9521268712,570000.0
Low-Cost Flat,Mukim Petaling,TMN SRI CENDEKIA  (TMN CONNAUGHT),Leasehold,484.375968,3,120000,2022,10391.98036882808,175000.0
Condominium/Apartment,Mukim Petaling,VISTA KOMANWEL,Freehold,1205.5579648,13,420000,2022,10391.98036882808,457500.0
Condominium/Apartment,Mukim Petaling,BANDAR TASIK SELATAN,Leasehold,940.012295232,7,330000,2024,10346.591314693636,230000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1819.1008576,35,1685000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,957.9880256,10,810000,2021,10852.14496019228,1031000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1140.9745024,22,550000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,968.751936,2,530000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Petaling,ENDAH REGAL,Leasehold,1140.9745024,14,500000,2022,10391.98036882808,500000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,968.751936,10,915000,2025,11817.214210903478,1046500.0
Low-Cost Flat,Mukim Petaling,TAMAN LTAT BUKIT JALIL,Leasehold,742.7098176000001,0,250000,2021,10423.65357921872,220000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,753.473728,6,500000,2023,9948.789325842698,400000.0
Low-Cost Flat,Mukim Kuala Lumpur,SRI PENARA,Leasehold,645.8346240000001,7,250000,2022,10990.92508681991,280000.0
Flat,Mukim Setapak,TMN TERATAI MEWAH,Freehold,656.5985344000001,11,202000,2021,9519.48052434457,266000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1345.4888,1,389000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Setapak,SRI PELANGI CONDO,Freehold,925.6962944,10,290000,2024,10463.175280898877,320000.0
Flat,Mukim Kuala Lumpur,Others,Freehold,1442.3639936,3,520000,2022,10990.92508681991,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1184.030144,13,1006000,2021,11221.58385241534,1046500.0
Condominium/Apartment,Mukim Batu,RESIDENSI SELINGSING,Freehold,861.112832,21,453000,2023,11131.878210905812,475000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1614.58656,16,1000000,2021,10852.14496019228,580000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1431.6000832,11,550000,2021,10852.14496019228,580000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1216.3218752,6,565000,2024,10346.591314693636,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1625.3504704,3,1065000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Batu,RESIDENSI 22 MONT KIARA,Freehold,2077.4347072,23,2230000,2023,11131.878210905812,2220000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1334.7248896,8,450000,2025,10463.175280898877,400000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1001.0436672,7,300000,2022,9434.403370786516,400000.0
Flat,Kuala Lumpur Town Centre,Others,Leasehold,624.3068032,0,355000,2022,10302.979398251076,570000.0
